Date,Year,Earnings,CPI,Hourly,SP500,GDP,Nasdaq,Wages,Dow,MedInc
5/1/2013,2013,0.01227754,0.001775867,0.000498753,0.04401859,0,0.036314582,0.004948955,0.016750839,0
6/1/2013,2013,0.012017358,0.002400408,0.002991027,-0.012848815,0,-0.017016538,0.002771837,-0.015403248,0
7/1/2013,2013,0.01253436,0.000397442,-0.004946582,0.030832051,0.012671171,0.064596247,-0.004756626,0.038629309,0
8/1/2013,2013,0.012379194,0.001203285,0.004977101,0.000844979,0,-0.010960382,0.002777386,-0.045331067,0
9/1/2013,2013,0.012227824,0.001160446,0.005461265,0.010226994,0,0.049635951,0.002474447,0.020640163,0
10/1/2013,2013,0.020557381,-0.002573403,-0.001981662,0.019476401,0.01391136,0.04213254,0.002117723,0.030290179,0
11/1/2013,2013,0.020247119,-0.002044022,0.005947972,0.036923775,0,0.037637835,0.00750133,0.036646813,0
12/1/2013,2013,0.019743538,-8.73711E-05,-0.001985545,0.013590948,0,0.0287453,0.006028615,0.030475607,0
1/1/2014,2014,0.002195609,0.003724341,0.000456749,0.008065141,0.001253751,-0.020960357,0.009209654,-0.056367116,0.032854249
2/1/2014,2014,0.002091217,0.003696251,0.001902253,-0.002919291,0,0.045959643,0.006936559,0.035915021,0
3/1/2014,2014,0.002186227,0.006441064,0.007997663,0.025580064,0,-0.031537906,0.005910487,0.001924775,0
4/1/2014,2014,0.007535944,0.003294576,0.001464844,0.000397098,0.019196875,-0.023697468,-0.000688882,0.003804421,0
5/1/2014,2014,0.007381163,0.003492161,0.001950268,0.013683714,0,0.027333,0.000608256,0.004525227,0
6/1/2014,2014,0.007424775,0.001863488,0.000973236,0.030331733,0,0.037105893,0.002836803,0.004694148,0
7/1/2014,2014,0.009212568,-0.000390773,0.001944579,0.013358396,0.016563386,-0.007797218,0.004445223,-0.01474076,0
8/1/2014,2014,0.009032382,-0.001671592,0.002911208,-0.005863869,0,0.050107132,0.006759022,0.034210523,0
9/1/2014,2014,0.009046757,0.000753686,0.000483793,0.016160854,0,-0.019872867,0.004662253,-0.004164895,0
10/1/2014,2014,-0.011513779,-0.002513201,0.001450677,-0.028075034,0.00723719,0.033419356,0.005475928,0.022274546,0
11/1/2014,2014,-0.011552416,-0.005400405,0.005388816,0.05538722,0,0.039504451,0.007358177,0.030818005,0
12/1/2014,2014,-0.011784024,-0.005667216,-0.001926782,0.004744274,0,-0.005263299,0.004987433,0.006100834,0
1/1/2015,2015,-0.0099697,-0.004705762,0.004343629,-0.012700375,0.007521942,-0.016834072,0.005262267,-0.032555336,0.051645973
2/1/2015,2015,-0.010070096,0.004340914,0.001441615,0.026634717,0,0.065976198,0.004133356,0.051608286,0
3/1/2015,2015,-0.010172534,0.005950603,-0.001044873,-0.001061377,0,-0.018013096,0.002322701,-0.025002702,0
4/1/2015,2015,-0.014609572,0.002035894,-0.001057335,0.007149073,0.013079664,0.005505296,0.003733457,0.000875652,0
5/1/2015,2015,-0.014723926,0.005094914,0.00334608,0.008153289,0,0.021319495,0.00546392,0.004919565,0
6/1/2015,2015,-0.015047738,0.003506669,0.003931861,-0.005989753,0,-0.020027341,0.001989999,-0.025315351,0
7/1/2015,2015,-0.014961543,6.57476E-05,0.000951928,-0.00245321,0.006877722,0.028355665,0.003373733,0.003992764,0
8/1/2015,2015,-0.015081827,-0.001415579,0.002377556,-0.025915173,0,-0.067733108,0.002880235,-0.064816036,0
9/1/2015,2015,-0.015421373,-0.001559064,0.00142315,-0.0467971,0,-0.03094513,0.000670547,-0.012905881,0
10/1/2015,2015,-0.015221707,-0.000447545,0.004263382,0.041349304,0.000333175,0.094857485,0.004298737,0.085668591,0
11/1/2015,2015,-0.015344982,-0.002113809,0,0.02756308,0,0.012729514,0.000717586,0.005035922,0
12/1/2015,2015,-0.015697873,-0.003415139,0.00485975,-0.012755813,0,-0.016214308,0.002352497,-0.013033072,0
1/1/2016,2016,-0.000346701,0.001652732,0.000327338,-0.065956535,0.004002981,-0.080264247,0.002409729,-0.056747686,0.040769285
2/1/2016,2016,-0.000346821,0.00082148,-0.000628005,-0.007390806,0,-0.01304385,-0.00200328,0.002130002,0
3/1/2016,2016,-0.000346941,0.00430958,0.001872659,0.061714328,0,0.063520231,0.00247149,0.065845889,0
4/1/2016,2016,0.001850995,0.00473828,0.002803738,0.026504117,0.011559202,-0.023930376,0.003541661,0.000379569,0
5/1/2016,2016,0.001847575,0.004046216,0.000931966,-0.004813205,0,0.032318409,0.000635997,-0.002940151,0
6/1/2016,2016,0.001844168,0.003283682,0.002327747,0.008878991,0,-0.02494256,0.003651545,0.004284116,0
7/1/2016,2016,0.008283479,-0.001614999,0.002322341,0.031196464,0.009094151,0.067958917,0.005078663,0.029927938,0
8/1/2016,2016,0.00832953,0.000915629,0.001390176,0.010261064,0,0.008955871,0.00079069,-0.002629871,0
9/1/2016,2016,0.008147561,0.002403406,0.000925497,-0.006107925,0,0.017045292,0.005061353,-0.007818829,0
10/1/2016,2016,0.02042878,0.0012486,0.003698567,-0.006798938,0.009844341,-0.024958924,0.0047288,-0.009977545,0
11/1/2016,2016,0.0200198,-0.001556387,0.000921234,0.010251888,0,0.027851828,0.002616105,0.056051316,0
12/1/2016,2016,0.019626874,0.00032919,-0.001140896,0.037709181,0,0.011166735,0.004584527,0.032450947,0
1/1/2017,2017,0.020200952,0.00582807,0.005288669,0.012681216,0.010454361,0.03620607,0.005898703,-0.00049514,0.040829093
2/1/2017,2017,0.019904624,0.003145281,0.001833181,0.024082246,0,0.034585462,0.003354369,0.044780352,0
3/1/2017,2017,0.019414515,0.000812633,-0.001607905,0.015841814,0,0.013856064,0.001599423,-0.008094975,0
4/1/2017,2017,0.012364144,0.002965823,0.008267934,-0.003173034,0.008661504,0.020082755,0.0053309,0.010553885,0
5/1/2017,2017,0.012311632,0.000851893,-0.001149615,0.015275653,0,0.023981894,0.002078059,0.002305568,0
6/1/2017,2017,0.012064604,0.000907094,0.005257756,0.016131254,0,-0.010313413,0.004612304,0.0152692,0
7/1/2017,2017,0.009805807,-0.000689585,0.002269632,0.008262154,0.013176609,0.034807435,0.004045413,0.026333753,0
8/1/2017,2017,0.009710586,0.002996172,-0.001612695,0.00086386,0,0.009804332,0.003107498,-0.000242449,0
9/1/2017,2017,0.009617198,0.005293243,0.003618272,0.014909088,0,0.004700645,0.0059955,0.015009964,0
10/1/2017,2017,0.008685095,-0.000630276,0.002524196,0.025737713,0.015664422,0.036660244,0.004730347,0.044385284,0
11/1/2017,2017,0.008702898,2.57141E-05,0.005680526,0.01431756,0,0.02174605,0.00740007,0.038290206,0
12/1/2017,2017,0.008536026,-0.000588703,0.00017959,0.02727087,0,0.004280845,0.006489676,0.018410397,0
